PLAYER_ID,NAME,DOB,POSITION,NATIONALITY,HEIGHT,WEIGHT,SEASON1_ID,SEASON2_ID,MIN_S1,MIN_S2,PTS_S1,PTS_S2,AST_S1,AST_S2,REB_S1,REB_S2,STL_S1,STL_S2,FG3M_S1,FG3M_S2,FG3A_S1,FG3A_S2,FTM_S1,FTM_S2,FTA_S1,FTA_S2,FGM_S1,FGM_S2,FGA_S1,FGA_S2,PLUS_MINUS_S1,PLUS_MINUS_S2
203919,Jordan Adams,1994-07-08T00:00:00,Guard,,6-5,209,2014-15,2015-16,248.0,15.0,94.0,7.0,16.0,3.0,28.0,2.0,16.0,3.0,10.0,0.0,25.0,1.0,14.0,3.0,23.0,5.0,35.0,2.0,86.0,6.0,,
203918,Rodney Hood,1992-10-20T00:00:00,Guard-Forward,,6-8,208,2014-15,2015-16,1064.0,2541.0,433.0,1149.0,83.0,213.0,117.0,267.0,30.0,73.0,62.0,161.0,170.0,449.0,61.0,172.0,80.0,200.0,155.0,408.0,374.0,972.0,,
203894,Shabazz Napier,1991-07-14T00:00:00,Guard,,6-0,175,2014-15,2015-16,1012.0,600.0,261.0,203.0,130.0,97.0,113.0,55.0,40.0,23.0,43.0,34.0,118.0,104.0,44.0,33.0,56.0,45.0,87.0,68.0,228.0,201.0,,
203991,Clint Capela,1994-05-18T00:00:00,Center,,6-10,256,2014-15,2015-16,90.0,1471.0,32.0,542.0,2.0,47.0,36.0,494.0,1.0,59.0,0.0,0.0,0.0,1.0,4.0,80.0,23.0,211.0,14.0,231.0,29.0,397.0,,
203912,C.J. Wilcox,1990-12-30T00:00:00,Guard,,6-5,195,2014-15,2015-16,101.0,167.0,41.0,70.0,8.0,10.0,7.0,12.0,3.0,10.0,7.0,9.0,19.0,23.0,2.0,9.0,2.0,12.0,16.0,26.0,38.0,66.0,,
203962,Josh Huestis,1991-12-19T00:00:00,Guard,,6-7,230,2015-16,2016-17,55.0,31.0,14.0,14.0,0.0,3.0,10.0,9.0,1.0,0.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,5.0,6.0,12.0,11.0,,
203937,Kyle Anderson,1993-09-20T00:00:00,Forward-Guard,,6-8,230,2014-15,2015-16,358.0,1245.0,74.0,350.0,28.0,123.0,72.0,244.0,15.0,60.0,3.0,12.0,11.0,37.0,9.0,62.0,14.0,83.0,31.0,138.0,89.0,295.0,,
1626157,Karl-Anthony Towns,1995-11-15T00:00:00,Center-Forward,,7-0,248,2015-16,2016-17,2627.0,3030.0,1503.0,2061.0,161.0,220.0,858.0,1007.0,58.0,56.0,30.0,101.0,88.0,275.0,223.0,356.0,275.0,428.0,625.0,802.0,1153.0,1480.0,,
1626156,D'Angelo Russell,1996-02-23T00:00:00,Guard,,6-3,193,2015-16,2016-17,2259.0,1811.0,1054.0,984.0,266.0,303.0,274.0,221.0,93.0,87.0,130.0,135.0,370.0,384.0,140.0,147.0,190.0,188.0,392.0,351.0,956.0,867.0,,
1626143,Jahlil Okafor,1995-12-15T00:00:00,Center-Forward,,6-10,270,2015-16,2016-17,1591.0,1134.0,928.0,590.0,65.0,58.0,373.0,240.0,22.0,20.0,1.0,0.0,6.0,0.0,133.0,106.0,194.0,158.0,397.0,242.0,781.0,471.0,,
1626209,Mario Hezonja,1995-02-25T00:00:00,Forward-Guard,,6-8,220,2015-16,2016-17,1413.0,960.0,478.0,317.0,109.0,62.0,176.0,146.0,39.0,30.0,67.0,43.0,192.0,144.0,49.0,40.0,54.0,50.0,181.0,117.0,418.0,330.0,,
1626161,Willie Cauley-Stein,1993-08-18T00:00:00,Center,,7-0,240,2015-16,2016-17,1412.0,1421.0,463.0,611.0,37.0,80.0,352.0,339.0,47.0,53.0,0.0,0.0,2.0,2.0,81.0,101.0,125.0,151.0,191.0,255.0,339.0,481.0,,
1626144,Emmanuel Mudiay,1996-03-05T00:00:00,Guard,,6-3,200,2015-16,2016-17,2068.0,1406.0,872.0,603.0,372.0,217.0,232.0,178.0,65.0,41.0,74.0,56.0,232.0,178.0,140.0,131.0,209.0,167.0,329.0,208.0,905.0,551.0,,
1626169,Stanley Johnson,1996-05-29T00:00:00,Forward-Guard,,6-6,242,2015-16,2016-17,1687.0,1371.0,593.0,339.0,118.0,105.0,306.0,189.0,55.0,56.0,63.0,45.0,205.0,154.0,80.0,36.0,102.0,53.0,225.0,129.0,600.0,365.0,,
1626163,Frank Kaminsky,1993-04-04T00:00:00,Forward-Center,,7-0,240,2015-16,2016-17,1708.0,1954.0,606.0,874.0,98.0,162.0,335.0,336.0,38.0,46.0,68.0,116.0,202.0,354.0,108.0,118.0,148.0,156.0,215.0,320.0,525.0,802.0,,
1626159,Justise Winslow,1996-03-26T00:00:00,Forward-Guard,,6-6,222,2015-16,2016-17,2232.0,625.0,502.0,196.0,118.0,66.0,403.0,94.0,68.0,26.0,32.0,7.0,116.0,35.0,80.0,29.0,117.0,47.0,195.0,80.0,462.0,225.0,,
1626167,Myles Turner,1996-03-24T00:00:00,Center-Forward,,6-11,250,2015-16,2016-17,1367.0,2541.0,619.0,1173.0,41.0,106.0,332.0,589.0,25.0,74.0,3.0,40.0,14.0,115.0,88.0,245.0,121.0,303.0,264.0,444.0,530.0,869.0,,
1626168,Trey Lyles,1995-11-05T00:00:00,Forward,,6-9,234,2015-16,2016-17,1382.0,1158.0,488.0,440.0,59.0,69.0,299.0,235.0,26.0,26.0,49.0,65.0,128.0,204.0,57.0,57.0,82.0,79.0,191.0,159.0,436.0,439.0,,
1626164,Devin Booker,1996-10-30T00:00:00,Guard,,6-5,206,2015-16,2016-17,2108.0,2731.0,1048.0,1726.0,200.0,268.0,187.0,249.0,44.0,72.0,99.0,147.0,289.0,405.0,215.0,367.0,256.0,441.0,367.0,606.0,867.0,1431.0,,
1626166,Cameron Payne,1994-08-08T00:00:00,Guard,,6-3,183,2015-16,2016-17,698.0,320.0,283.0,106.0,108.0,40.0,85.0,31.0,36.0,10.0,36.0,16.0,111.0,52.0,19.0,4.0,24.0,4.0,114.0,43.0,278.0,130.0,,
1626162,Kelly Oubre Jr.,1995-12-09T00:00:00,Forward-Guard,,6-8,203,2015-16,2016-17,671.0,1605.0,236.0,501.0,13.0,47.0,133.0,261.0,22.0,58.0,25.0,54.0,79.0,188.0,31.0,75.0,49.0,99.0,90.0,186.0,211.0,442.0,,
1626179,Terry Rozier,1994-03-17T00:00:00,Guard,,6-1,190,2015-16,2016-17,311.0,1263.0,72.0,410.0,37.0,131.0,63.0,227.0,6.0,45.0,6.0,57.0,27.0,179.0,8.0,51.0,10.0,66.0,29.0,151.0,106.0,411.0,,
1626173,Rashad Vaughn,1996-08-16T00:00:00,Guard,,6-6,202,2015-16,2016-17,1001.0,459.0,217.0,142.0,39.0,23.0,88.0,49.0,29.0,19.0,43.0,26.0,147.0,81.0,12.0,2.0,15.0,5.0,81.0,57.0,266.0,156.0,,
1626155,Sam Dekker,1994-05-06T00:00:00,Forward,,6-8,219,2015-16,2016-17,6.0,1419.0,0.0,504.0,0.0,76.0,1.0,284.0,1.0,38.0,0.0,60.0,0.0,187.0,0.0,38.0,0.0,68.0,0.0,203.0,0.0,429.0,,
1626170,Jerian Grant,1992-10-09T00:00:00,Guard,,6-4,198,2015-16,2016-17,1265.0,1028.0,426.0,370.0,177.0,121.0,143.0,111.0,50.0,47.0,22.0,49.0,100.0,134.0,96.0,65.0,123.0,73.0,154.0,128.0,391.0,301.0,,
1626153,Delon Wright,1992-04-26T00:00:00,Guard,,6-5,185,2015-16,2016-17,229.0,446.0,103.0,150.0,31.0,57.0,37.0,48.0,8.0,27.0,5.0,10.0,13.0,30.0,26.0,42.0,35.0,55.0,36.0,49.0,80.0,116.0,,
1626147,Justin Anderson,1993-11-19T00:00:00,Forward-Guard,,6-5,231,2015-16,2016-17,647.0,710.0,208.0,329.0,29.0,32.0,132.0,149.0,19.0,28.0,22.0,37.0,83.0,122.0,44.0,70.0,55.0,88.0,71.0,111.0,175.0,277.0,,
1626171,Bobby Portis,1995-02-10T00:00:00,Forward,,6-10,250,2015-16,2016-17,1102.0,1001.0,436.0,437.0,52.0,35.0,337.0,296.0,25.0,16.0,16.0,32.0,52.0,96.0,48.0,39.0,66.0,59.0,186.0,183.0,436.0,375.0,,
1626178,Rondae Hollis-Jefferson,1995-01-03T00:00:00,Forward,,6-6,217,2015-16,2016-17,615.0,1761.0,167.0,675.0,43.0,154.0,154.0,452.0,39.0,82.0,4.0,15.0,14.0,67.0,37.0,190.0,52.0,253.0,63.0,235.0,138.0,542.0,,
1626145,Tyus Jones,1996-05-10T00:00:00,Guard,,6-1,196,2015-16,2016-17,573.0,774.0,156.0,209.0,108.0,156.0,47.0,67.0,31.0,48.0,16.0,26.0,53.0,73.0,28.0,33.0,39.0,43.0,56.0,75.0,156.0,181.0,,
1626185,Jarell Martin,1994-05-24T00:00:00,Forward,,6-10,239,2015-16,2016-17,380.0,558.0,153.0,165.0,15.0,8.0,86.0,162.0,8.0,17.0,0.0,9.0,2.0,25.0,45.0,40.0,62.0,50.0,54.0,58.0,116.0,151.0,,
1626204,Larry Nance Jr.,1993-01-01T00:00:00,Forward-Center,,6-8,245,2015-16,2016-17,1266.0,1442.0,349.0,449.0,44.0,96.0,312.0,369.0,54.0,82.0,1.0,10.0,10.0,36.0,32.0,59.0,47.0,80.0,158.0,190.0,300.0,361.0,,
1626191,Chris McCullough,1995-02-05T00:00:00,Forward,,6-9,215,2015-16,2016-17,362.0,72.0,112.0,35.0,9.0,2.0,68.0,17.0,28.0,1.0,13.0,1.0,34.0,6.0,11.0,2.0,23.0,3.0,44.0,16.0,109.0,31.0,,
1626172,Kevon Looney,1996-02-06T00:00:00,Forward,,6-9,222,2015-16,2016-17,21.0,447.0,9.0,135.0,0.0,29.0,10.0,124.0,0.0,15.0,1.0,2.0,2.0,9.0,0.0,21.0,0.0,34.0,4.0,56.0,7.0,107.0,,
1627732,Ben Simmons,1996-07-20T00:00:00,Guard-Forward,,6-10,240,2017-18,2018-19,2732.0,2700.0,1279.0,1337.0,661.0,610.0,659.0,697.0,140.0,112.0,0.0,0.0,11.0,6.0,191.0,257.0,341.0,428.0,544.0,540.0,998.0,960.0,,
1627742,Brandon Ingram,1997-09-02T00:00:00,Forward,,6-8,190,2016-17,2017-18,2279.0,1975.0,740.0,949.0,166.0,230.0,316.0,314.0,50.0,45.0,55.0,41.0,187.0,105.0,133.0,192.0,214.0,282.0,276.0,358.0,686.0,761.0,,
1627759,Jaylen Brown,1996-10-24T00:00:00,Guard-Forward,,6-6,223,2016-17,2017-18,1341.0,2152.0,515.0,1017.0,64.0,114.0,220.0,346.0,35.0,70.0,46.0,121.0,134.0,306.0,85.0,150.0,124.0,233.0,192.0,373.0,422.0,803.0,,
1627733,Dragan Bender,1997-11-17T00:00:00,Forward,,7-0,249,2016-17,2017-18,574.0,2069.0,146.0,531.0,23.0,130.0,103.0,361.0,10.0,22.0,28.0,118.0,101.0,322.0,4.0,39.0,11.0,51.0,57.0,187.0,161.0,484.0,,
1627739,Kris Dunn,1994-03-18T00:00:00,Guard,,6-3,205,2016-17,2017-18,1333.0,1525.0,293.0,699.0,188.0,310.0,166.0,221.0,78.0,104.0,21.0,43.0,73.0,134.0,36.0,84.0,59.0,114.0,118.0,286.0,313.0,666.0,,
1627741,Buddy Hield,1992-12-17T00:00:00,Guard,,6-4,220,2016-17,2016-17,1161.0,727.0,488.0,378.0,77.0,44.0,166.0,103.0,18.0,20.0,89.0,59.0,241.0,138.0,29.0,35.0,33.0,43.0,185.0,142.0,471.0,296.0,,
1627750,Jamal Murray,1997-02-23T00:00:00,Guard,,6-4,215,2016-17,2017-18,1765.0,2565.0,811.0,1352.0,170.0,274.0,214.0,297.0,51.0,79.0,115.0,165.0,344.0,436.0,106.0,229.0,120.0,253.0,295.0,479.0,730.0,1062.0,,
1627737,Marquese Chriss,1997-07-02T00:00:00,Forward,,6-9,240,2016-17,2017-18,1743.0,1527.0,753.0,556.0,60.0,83.0,348.0,395.0,67.0,51.0,72.0,56.0,224.0,190.0,113.0,96.0,181.0,158.0,284.0,202.0,632.0,477.0,,
1627751,Jakob Poeltl,1995-10-15T00:00:00,Center,,7-0,253,2016-17,2017-18,626.0,1524.0,165.0,567.0,12.0,57.0,165.0,393.0,17.0,39.0,0.0,1.0,0.0,2.0,31.0,60.0,57.0,101.0,67.0,253.0,115.0,384.0,,
1627748,Thon Maker,1997-02-25T00:00:00,Forward-Center,,7-0,221,2016-17,2017-18,562.0,1238.0,226.0,356.0,23.0,46.0,114.0,225.0,10.0,38.0,28.0,31.0,74.0,104.0,32.0,65.0,49.0,93.0,83.0,130.0,181.0,316.0,,
1627734,Domantas Sabonis,1996-05-03T00:00:00,Forward-Center,,6-10,240,2016-17,2017-18,1631.0,1810.0,479.0,861.0,82.0,151.0,288.0,572.0,39.0,40.0,51.0,13.0,159.0,37.0,44.0,168.0,67.0,224.0,192.0,340.0,481.0,661.0,,
1627752,Taurean Prince,1994-03-22T00:00:00,Forward,,6-6,218,2016-17,2017-18,981.0,2464.0,335.0,1158.0,55.0,214.0,157.0,389.0,43.0,85.0,33.0,176.0,102.0,457.0,74.0,152.0,94.0,180.0,114.0,415.0,285.0,975.0,,
1627834,Georgios Papagiannis,1997-07-03T00:00:00,Center,,7-1,240,2016-17,2017-18,355.0,118.0,124.0,34.0,20.0,9.0,86.0,36.0,3.0,2.0,0.0,0.0,2.0,0.0,12.0,0.0,14.0,0.0,56.0,17.0,102.0,41.0,,
1627756,Denzel Valentine,1993-11-16T00:00:00,Guard,,6-4,220,2016-17,2017-18,977.0,2095.0,291.0,783.0,63.0,244.0,151.0,393.0,30.0,65.0,73.0,143.0,208.0,370.0,14.0,38.0,18.0,51.0,102.0,301.0,288.0,721.0,,
1627823,Juancho Hernangomez,1995-09-28T00:00:00,Forward,,6-9,214,2016-17,2017-18,842.0,277.0,305.0,82.0,29.0,12.0,187.0,54.0,30.0,6.0,46.0,14.0,113.0,50.0,57.0,10.0,76.0,12.0,101.0,29.0,224.0,75.0,,
1627824,Guerschon Yabusele,1995-12-17T00:00:00,Forward,,6-7,265,2017-18,2018-19,235.0,251.0,79.0,94.0,16.0,15.0,52.0,53.0,4.0,8.0,12.0,9.0,37.0,28.0,15.0,15.0,22.0,22.0,26.0,35.0,61.0,77.0,,
1627740,Henry Ellenson,1997-01-13T00:00:00,Forward-Center,,6-10,240,2016-17,2017-18,146.0,329.0,60.0,151.0,7.0,20.0,41.0,81.0,1.0,5.0,10.0,20.0,35.0,60.0,4.0,25.0,8.0,29.0,23.0,53.0,64.0,146.0,,
1627736,Malik Beasley,1996-11-26T00:00:00,Guard,,6-4,187,2016-17,2017-18,165.0,583.0,83.0,196.0,11.0,31.0,17.0,71.0,7.0,15.0,9.0,28.0,28.0,82.0,8.0,22.0,10.0,33.0,33.0,73.0,73.0,178.0,,
1627747,Caris LeVert,1994-08-25T00:00:00,Guard,,6-7,205,2016-17,2017-18,1237.0,1864.0,468.0,858.0,110.0,299.0,188.0,260.0,49.0,82.0,59.0,85.0,184.0,245.0,67.0,133.0,93.0,187.0,171.0,320.0,380.0,735.0,,
1627761,DeAndre' Bembry,1994-07-04T00:00:00,Guard-Forward,,6-5,210,2016-17,2017-18,371.0,455.0,101.0,136.0,28.0,49.0,59.0,72.0,8.0,21.0,1.0,11.0,18.0,30.0,6.0,19.0,16.0,33.0,47.0,53.0,98.0,128.0,,
1627781,Malachi Richardson,1996-01-05T00:00:00,Guard,,6-6,205,2016-17,2017-18,198.0,319.0,79.0,87.0,11.0,13.0,23.0,33.0,5.0,10.0,8.0,12.0,28.0,39.0,15.0,17.0,19.0,22.0,28.0,29.0,68.0,88.0,,
1627790,Ante Zizic,1997-01-04T00:00:00,Center,,6-10,266,2017-18,2018-19,214.0,1082.0,119.0,459.0,5.0,53.0,60.0,320.0,2.0,13.0,0.0,0.0,0.0,0.0,21.0,93.0,29.0,132.0,49.0,183.0,67.0,331.0,,
1627789,Timothe Luwawu-Cabarrot,1995-05-09T00:00:00,Guard-Forward,,6-7,215,2016-17,2017-18,1190.0,807.0,445.0,299.0,75.0,54.0,149.0,72.0,32.0,12.0,50.0,53.0,161.0,158.0,105.0,46.0,123.0,58.0,145.0,100.0,361.0,267.0,,
1627744,Brice Johnson,1994-06-27T00:00:00,Forward,,6-10,230,2016-17,2017-18,9.0,38.0,4.0,16.0,1.0,1.0,3.0,13.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,11.0,,
1627788,Furkan Korkmaz,1997-07-24T00:00:00,Guard-Forward,,6-7,202,2017-18,2018-19,80.0,679.0,23.0,279.0,4.0,52.0,11.0,107.0,2.0,29.0,5.0,47.0,17.0,144.0,2.0,36.0,4.0,44.0,8.0,98.0,28.0,245.0,,
1627783,Pascal Siakam,1994-04-02T00:00:00,Forward,,6-8,245,2016-17,2017-18,859.0,1679.0,229.0,589.0,17.0,159.0,185.0,364.0,26.0,62.0,1.0,29.0,7.0,132.0,22.0,54.0,32.0,87.0,103.0,253.0,205.0,498.0,,
1627746,Skal Labissiere,1996-03-18T00:00:00,Forward-Center,,6-10,235,2016-17,2017-18,612.0,1240.0,289.0,523.0,27.0,72.0,162.0,287.0,16.0,25.0,3.0,18.0,8.0,51.0,52.0,95.0,74.0,118.0,117.0,205.0,218.0,458.0,,
1627749,Dejounte Murray,1996-09-19T00:00:00,Guard,,6-4,180,2016-17,2017-18,322.0,1743.0,130.0,654.0,48.0,231.0,42.0,459.0,8.0,97.0,9.0,9.0,23.0,34.0,21.0,105.0,30.0,148.0,50.0,270.0,116.0,609.0,,
1627745,Damian Jones,1995-06-30T00:00:00,Center,,6-10,245,2016-17,2017-18,85.0,89.0,19.0,25.0,0.0,2.0,23.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,10.0,5.0,8.0,11.0,16.0,22.0,,
1628365,Markelle Fultz,1998-05-29T00:00:00,Guard,,6-4,209,2017-18,2018-19,253.0,427.0,100.0,155.0,53.0,59.0,43.0,70.0,12.0,17.0,0.0,4.0,1.0,14.0,10.0,21.0,21.0,37.0,45.0,65.0,111.0,155.0,,
1628366,Lonzo Ball,1997-10-27T00:00:00,Guard,,6-6,190,2017-18,2018-19,1780.0,1423.0,528.0,465.0,376.0,255.0,360.0,251.0,88.0,69.0,90.0,75.0,295.0,228.0,32.0,20.0,71.0,48.0,203.0,185.0,564.0,456.0,,
1628369,Jayson Tatum,1998-03-03T00:00:00,Forward-Guard,,6-8,210,2017-18,2018-19,2443.0,2455.0,1112.0,1243.0,128.0,168.0,402.0,477.0,83.0,84.0,105.0,116.0,242.0,311.0,213.0,195.0,258.0,228.0,397.0,466.0,835.0,1036.0,,
1628367,Josh Jackson,1997-02-10T00:00:00,Guard-Forward,,6-8,207,2017-18,2018-19,1959.0,1988.0,1012.0,910.0,119.0,183.0,351.0,347.0,80.0,74.0,57.0,73.0,217.0,225.0,177.0,143.0,279.0,213.0,389.0,347.0,932.0,841.0,,
1628368,De'Aaron Fox,1997-12-20T00:00:00,Guard,,6-3,185,2017-18,2018-19,2026.0,2546.0,844.0,1399.0,320.0,590.0,204.0,304.0,70.0,133.0,47.0,86.0,153.0,232.0,141.0,303.0,195.0,417.0,328.0,505.0,797.0,1102.0,,
1628371,Jonathan Isaac,1997-10-03T00:00:00,Forward,,6-10,230,2017-18,2018-19,535.0,1996.0,145.0,720.0,18.0,80.0,99.0,411.0,33.0,59.0,16.0,86.0,46.0,266.0,19.0,110.0,25.0,135.0,55.0,262.0,145.0,611.0,,
1628374,Lauri Markkanen,1997-05-22T00:00:00,Forward-Center,,7-1,240,2017-18,2018-19,2020.0,1682.0,1033.0,974.0,79.0,75.0,508.0,470.0,39.0,37.0,145.0,120.0,401.0,332.0,140.0,170.0,166.0,195.0,374.0,342.0,862.0,795.0,,
1628373,Frank Ntilikina,1998-07-28T00:00:00,Guard,,6-4,200,2017-18,2018-19,1706.0,904.0,463.0,246.0,250.0,121.0,177.0,87.0,65.0,30.0,50.0,33.0,157.0,115.0,49.0,23.0,68.0,30.0,182.0,95.0,500.0,282.0,,
1628372,Dennis Smith Jr.,1997-11-25T00:00:00,Guard,,6-2,205,2017-18,2018-19,2049.0,908.0,1048.0,414.0,358.0,138.0,260.0,97.0,71.0,40.0,106.0,43.0,339.0,125.0,134.0,57.0,193.0,82.0,404.0,157.0,1024.0,357.0,,
1628380,Zach Collins,1997-11-19T00:00:00,Forward-Center,,6-11,250,2017-18,2018-19,1045.0,1356.0,292.0,512.0,52.0,71.0,221.0,324.0,17.0,25.0,35.0,40.0,113.0,121.0,27.0,94.0,42.0,126.0,115.0,189.0,289.0,400.0,,
1628370,Malik Monk,1998-02-04T00:00:00,Guard,,6-3,200,2017-18,2018-19,854.0,1258.0,421.0,653.0,91.0,117.0,66.0,137.0,20.0,37.0,83.0,109.0,243.0,330.0,32.0,90.0,38.0,102.0,153.0,227.0,425.0,586.0,,
1628379,Luke Kennard,1996-06-24T00:00:00,Guard,,6-5,206,2017-18,2018-19,1463.0,1437.0,558.0,613.0,124.0,114.0,176.0,183.0,44.0,26.0,81.0,106.0,195.0,269.0,65.0,51.0,76.0,61.0,206.0,228.0,465.0,520.0,,
1628378,Donovan Mitchell,1996-09-07T00:00:00,Guard,,6-3,215,2017-18,2018-19,2638.0,2598.0,1616.0,1829.0,291.0,322.0,296.0,316.0,118.0,106.0,187.0,188.0,550.0,519.0,239.0,319.0,297.0,396.0,595.0,661.0,1362.0,1530.0,,
1628389,Bam Adebayo,1997-07-18T00:00:00,Center-Forward,,6-9,255,2017-18,2018-19,1368.0,1913.0,477.0,729.0,101.0,184.0,381.0,597.0,32.0,71.0,0.0,3.0,7.0,15.0,129.0,166.0,179.0,226.0,174.0,280.0,340.0,486.0,,
1628382,Justin Jackson,1995-03-28T00:00:00,Forward,,6-8,220,2017-18,2018-19,1506.0,1083.0,453.0,346.0,74.0,68.0,187.0,146.0,28.0,23.0,57.0,55.0,185.0,159.0,26.0,41.0,36.0,50.0,185.0,125.0,419.0,295.0,,
1628383,Justin Patton,1997-06-14T00:00:00,Center,,6-11,241,2017-18,2018-19,4.0,21.0,2.0,5.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,7.0,,
1628391,D.J. Wilson,1996-02-19T00:00:00,Forward,,6-10,231,2017-18,2018-19,71.0,882.0,21.0,280.0,3.0,52.0,10.0,222.0,3.0,18.0,2.0,46.0,5.0,127.0,1.0,26.0,2.0,47.0,9.0,104.0,16.0,251.0,,
1628388,T.J. Leaf,1997-04-30T00:00:00,Forward,,6-10,222,2017-18,2018-19,459.0,522.0,156.0,225.0,9.0,24.0,82.0,125.0,5.0,9.0,18.0,8.0,42.0,31.0,10.0,19.0,16.0,31.0,64.0,99.0,136.0,183.0,,
1628381,John Collins,1997-09-23T00:00:00,Forward-Center,,6-9,226,2017-18,2018-19,1785.0,1828.0,777.0,1188.0,98.0,121.0,541.0,595.0,47.0,22.0,16.0,55.0,47.0,158.0,133.0,203.0,186.0,266.0,314.0,465.0,545.0,831.0,,
1628390,Terrance Ferguson,1998-05-17T00:00:00,Guard,,6-6,190,2017-18,2018-19,763.0,1931.0,189.0,513.0,19.0,72.0,47.0,141.0,24.0,40.0,40.0,106.0,120.0,290.0,9.0,37.0,10.0,51.0,70.0,185.0,169.0,431.0,,
1628386,Jarrett Allen,1998-04-21T00:00:00,Center,,6-9,243,2017-18,2018-19,1441.0,2096.0,587.0,873.0,49.0,110.0,388.0,672.0,28.0,43.0,5.0,6.0,15.0,45.0,114.0,197.0,147.0,278.0,234.0,335.0,397.0,568.0,,
1628384,OG Anunoby,1997-07-17T00:00:00,Forward-Guard,,6-7,240,2017-18,2018-19,1481.0,1352.0,438.0,469.0,55.0,47.0,184.0,197.0,52.0,46.0,73.0,67.0,197.0,202.0,39.0,36.0,62.0,62.0,163.0,183.0,346.0,404.0,,
1628399,Tyler Lydon,1996-04-09T00:00:00,Forward,,6-10,225,2017-18,2018-19,2.0,94.0,0.0,23.0,0.0,6.0,0.0,18.0,0.0,2.0,0.0,4.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,9.0,0.0,18.0,,
1628403,Caleb Swanigan,1997-04-18T00:00:00,Forward,,6-9,260,2017-18,2018-19,189.0,145.0,61.0,35.0,14.0,7.0,54.0,52.0,5.0,4.0,1.0,1.0,8.0,5.0,12.0,6.0,18.0,7.0,24.0,14.0,60.0,44.0,,
1628398,Kyle Kuzma,1995-07-24T00:00:00,Forward,,6-9,221,2017-18,2018-19,2401.0,2314.0,1242.0,1308.0,141.0,178.0,483.0,382.0,49.0,41.0,159.0,128.0,434.0,422.0,147.0,188.0,208.0,250.0,468.0,496.0,1039.0,1087.0,,
1628396,Tony Bradley,1998-01-08T00:00:00,Center-Forward,,6-10,248,2017-18,2018-19,29.0,36.0,8.0,17.0,1.0,1.0,11.0,15.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,8.0,11.0,16.0,,
1628401,Derrick White,1994-07-02T00:00:00,Guard,,6-4,190,2017-18,2018-19,139.0,1728.0,54.0,663.0,9.0,263.0,26.0,247.0,4.0,67.0,8.0,48.0,13.0,142.0,14.0,95.0,20.0,123.0,16.0,260.0,33.0,543.0,,
1628404,Josh Hart,1995-03-06T00:00:00,Guard,,6-5,215,2017-18,2018-19,1461.0,1715.0,496.0,525.0,80.0,93.0,263.0,248.0,47.0,64.0,78.0,92.0,197.0,274.0,66.0,55.0,94.0,80.0,176.0,189.0,375.0,464.0,,
1629028,Deandre Ayton,1998-07-23T00:00:00,Center,,7-0,252,2018-19,2019-20,2183.0,1236.0,1159.0,690.0,125.0,72.0,729.0,436.0,61.0,26.0,0.0,3.0,4.0,13.0,141.0,67.0,189.0,89.0,509.0,310.0,870.0,568.0,,
1628963,Marvin Bagley III,1999-03-14T00:00:00,Forward,,6-10,235,2018-19,2019-20,1568.0,334.0,923.0,185.0,62.0,10.0,471.0,97.0,33.0,6.0,30.0,4.0,96.0,22.0,181.0,25.0,262.0,31.0,356.0,78.0,706.0,167.0,,
1628991,Jaren Jackson Jr.,1999-09-15T00:00:00,Forward-Center,,6-10,242,2018-19,2019-20,1515.0,1622.0,798.0,990.0,64.0,78.0,272.0,262.0,52.0,40.0,51.0,145.0,142.0,368.0,151.0,139.0,197.0,186.0,298.0,353.0,589.0,753.0,,
1629027,Trae Young,1998-09-19T00:00:00,Guard,,6-1,164,2018-19,2019-20,2503.0,2120.0,1549.0,1778.0,653.0,560.0,301.0,255.0,72.0,65.0,156.0,205.0,482.0,568.0,343.0,481.0,414.0,559.0,525.0,546.0,1256.0,1249.0,,
1628964,Mo Bamba,1998-05-12T00:00:00,Center,,7-0,231,2018-19,2019-20,766.0,878.0,292.0,332.0,39.0,42.0,233.0,302.0,13.0,23.0,21.0,37.0,70.0,107.0,37.0,31.0,63.0,46.0,117.0,132.0,243.0,286.0,,
1628976,Wendell Carter Jr.,1999-04-16T00:00:00,Center-Forward,,6-10,270,2018-19,2019-20,1110.0,1256.0,455.0,484.0,78.0,51.0,307.0,405.0,26.0,33.0,6.0,6.0,32.0,29.0,89.0,112.0,112.0,152.0,180.0,183.0,371.0,343.0,,
1629012,Collin Sexton,1999-01-04T00:00:00,Guard,,6-3,190,2018-19,2019-20,2605.0,2143.0,1371.0,1349.0,243.0,192.0,236.0,204.0,44.0,65.0,119.0,97.0,296.0,255.0,214.0,226.0,255.0,267.0,519.0,513.0,1206.0,1086.0,,
